name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,sex,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,identifiedBy,identificationID,lifeStage,occurrenceRemarks,informationWithheld,establishmentMeans,elevation,continent,organismQuantity,organismQuantityType,eventID,http://rs.tdwg.org/dwc/terms/organismQuantity,habitat,institutionID,county,locality,eventRemarks,language,type,vernacularName,http://rs.tdwg.org/dwc/terms/organismQuantityType,datasetID,samplingProtocol,identificationRemarks,projectId,programmeAcronym,elevationAccuracy,verbatimSRS,verbatimCoordinateSystem,individualCount,higherClassification,ownerInstitutionCode,bibliographicCitation,accessRights
"Bradypus variegatus Schinz, 1825",-66.938081,10.355471,cdround,gbif,3117770278,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:03:38.639+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,FEMALE,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-17T19:28:55,31,Miranda,2021,5,8,2021-05-08,2021-05-20T13:32:43.000+00:00,2021-12-08T05:03:38.639+00:00,https://www.inaturalist.org/observations/79185406,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,VE,Venezuela (Bolivarian Republic of),Manuel A. Pérez R.,79185406,manuelprez,2021/05/08 8:55 AM ADT,iNaturalist research-grade observations,Observations,"San Antonio de Los Altos 1204, Miranda, Venezuela",3117770278,https://www.inaturalist.org/observations/79185406,47067,79185406,Manuel A. Pérez R.,iNaturalist,11:55:00Z,Manuel A. Pérez R.,175573049,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-84.811554,10.639125,cdround,gbif,3118278191,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:52:50.135+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-17T04:47:20,31179,Alajuela,2021,5,16,2021-05-16,2021-05-17T23:12:33.000+00:00,2021-12-08T05:52:50.135+00:00,https://www.inaturalist.org/observations/79114904,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,frogman44,79114904,frogman44,2021-05-16 13:02:00,iNaturalist research-grade observations,Observations,"Alajuela, CR",3118278191,https://www.inaturalist.org/observations/79114904,47067,79114904,frogman44,iNaturalist,19:02:00Z,frogman44,175421386,NA,NA,Coordinate uncertainty increased to 31179m at the request of the observer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-84.142258,9.386469,cdround,gbif,3118482806,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:03:51.221+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-21T00:04:26,885,Puntarenas,2021,5,20,2021-05-20,2021-05-21T08:21:06.000+00:00,2021-12-08T05:03:51.221+00:00,https://www.inaturalist.org/observations/79586283,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,John Abrams,79586283,john_abrams,2021/05/20 11:04 AM EDT,iNaturalist research-grade observations,Observations,"Puntarenas Province, Quepos, Costa Rica",3118482806,https://www.inaturalist.org/observations/79586283,47067,79586283,John Abrams,iNaturalist,15:04:00Z,John Abrams,176409945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-85.041106,10.71362,cdround,gbif,3124587537,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:04:06.171+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-17T14:01:47,213,Alajuela,2021,5,16,2021-05-16,2021-05-24T15:22:14.000+00:00,2021-12-08T05:04:06.171+00:00,https://www.inaturalist.org/observations/79147707,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,John Abrams,79147707,john_abrams,2021/05/16 5:25 PM EDT,iNaturalist research-grade observations,Observations,"3 Km Sur Oeste Del Liceo, Bijagua 11000, Provincia de Alajuela, Bijagua de Upala, Costa Rica",3124587537,https://www.inaturalist.org/observations/79147707,47067,79147707,John Abrams,iNaturalist,21:25:00Z,John Abrams,175498008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-34.986671,-8.021379,cdround,gbif,3124654873,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:52:30.592+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-27T20:51:11,NA,Pernambuco,2021,5,27,2021-05-27,2021-05-29T01:57:39.000+00:00,2021-12-08T05:52:30.592+00:00,https://www.inaturalist.org/observations/80524027,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,BR,Brazil,Ana Carolina da Fonte,80524027,aninhafonte,2021-05-27 10:35:07,iNaturalist research-grade observations,Observations,"Maternidade Amiga Da Família - Centro, Camaragibe - PE, 54765-130, Brasil - Centro, Camaragibe - PE, 54765-130, Brasil",3124654873,https://www.inaturalist.org/observations/80524027,47067,80524027,Ana Carolina da Fonte,iNaturalist,13:35:07Z,Ana Carolina da Fonte,178285430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-67.05128,10.326909,cdround,gbif,3124673678,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:04:04.922+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-22T03:03:00,2,Miranda,2021,5,20,2021-05-20,2021-05-22T22:55:46.000+00:00,2021-12-08T05:04:04.922+00:00,https://www.inaturalist.org/observations/79727957,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,VE,Venezuela (Bolivarian Republic of),Manuel A. Pérez R.,79727957,manuelprez,2021/05/20 9:31 AM ADT,iNaturalist research-grade observations,Observations,"Escuela de perros, Los Teques, Miranda, Venezuela",3124673678,https://www.inaturalist.org/observations/79727957,47067,79727957,Manuel A. Pérez R.,iNaturalist,12:31:00Z,Manuel A. Pérez R.,176698950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-84.599555,10.470938,cdround,gbif,3124820720,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:51:56.426+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-21T16:46:09,4,Alajuela,2021,5,19,2021-05-19,2021-05-24T15:21:33.000+00:00,2021-12-08T05:51:56.426+00:00,https://www.inaturalist.org/observations/79662366,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,caleblumsden,79662366,caleblumsden,Wed May 19 2021 14:42:46 GMT-0600 (CST),iNaturalist research-grade observations,Observations,"San Carlos, Alajuela, CR",3124820720,https://www.inaturalist.org/observations/79662366,47067,79662366,caleblumsden,iNaturalist,14:42:46Z,caleblumsden,176572530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-46.617791,-23.648298,cdround,gbif,3124873455,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:57:29.904+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-25T17:03:23,8,São Paulo,2021,5,25,2021-05-25,2021-09-21T16:38:24.000+00:00,2021-12-08T05:57:29.904+00:00,https://www.inaturalist.org/observations/80256676,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,BR,Brazil,Bruno Aranda,80256676,aranda87,2021/05/25 12:48 PM UTC,iNaturalist research-grade observations,Observations,"Parque do Estado, São Paulo - SP, Brasil",3124873455,https://www.inaturalist.org/observations/80256676,47067,80256676,Bruno Aranda,iNaturalist,12:48:00Z,Bruno Aranda,177727704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-85.046626,10.992381,cdround,gbif,3124920687,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:55:57.268+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-26T07:30:39,178,Alajuela,2021,5,23,2021-05-23,2021-05-27T17:18:18.000+00:00,2021-12-08T05:55:57.268+00:00,https://www.inaturalist.org/observations/80304491,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,Alicia,80304491,alicia_c,2021-05-23 09:08:00,iNaturalist research-grade observations,Observations,"Provincia de Alajuela, Costa Rica",3124920687,https://www.inaturalist.org/observations/80304491,47067,80304491,Alicia,iNaturalist,09:08:00Z,Guillaume Delaitre,177888691,NA,Nombre científico: _Bradypus variegatus_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-77.669361,-1.033012,cdround,gbif,3301792365,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:59:21.129+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-30T22:34:28,549,Napo,2021,5,26,2021-05-26,2021-10-04T17:06:19.000+00:00,2021-12-08T05:59:21.129+00:00,https://www.inaturalist.org/observations/80939167,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,EC,Ecuador,Amber Sadeck Tello Polit,80939167,amber-sadek-tello,2021-05-26,iNaturalist research-grade observations,Observations,"Puerto Misahuallí, Ecuador",3301792365,https://www.inaturalist.org/observations/80939167,47067,80939167,Amber Sadeck Tello Polit,iNaturalist,NA,Guillaume Delaitre,179139196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-83.778256,9.280914,cdround,gbif,3301799311,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:03:15.169+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-31T03:44:57,750,San José,2021,5,30,2021-05-30,2021-10-20T19:59:33.000+00:00,2021-12-08T05:03:15.169+00:00,https://www.inaturalist.org/observations/80984636,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,lilly-piedra,80984636,lilly-piedra,Sun May 30 2021 08:00:00 GMT-0600 (CST),iNaturalist research-grade observations,Observations,"Pérez Zeledón, San José, CR",3301799311,https://www.inaturalist.org/observations/80984636,47067,80984636,lilly-piedra,iNaturalist,08:00:00Z,Josue Ramos Galdamez,179205346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-63.840305,-17.342688,cdround,gbif,3301842490,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:52:27.076+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-05-31T14:23:10,5,Santa Cruz,2021,5,30,2021-05-30,2021-06-03T15:39:22.000+00:00,2021-12-08T05:52:27.076+00:00,https://www.inaturalist.org/observations/81031387,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,WGS84,Mammalia,BO,Bolivia (Plurinational State of),Kozue Kawakami,81031387,kozue,2021-05-30 12:08:19 PM GMT-04:00,iNaturalist research-grade observations,Observations,"San Juan, Bolivia",3301842490,https://www.inaturalist.org/observations/81031387,47067,81031387,Kozue Kawakami,iNaturalist,15:08:19Z,Kozue Kawakami,179296676,NA,Visita sorpresa😊,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-77.813603,-0.996297,cdround,gbif,3302168273,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:04:27.071+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-06-09T19:14:30,2021,Napo,2021,5,4,2021-05-04,2021-06-10T07:09:51.000+00:00,2021-12-08T05:04:27.071+00:00,https://www.inaturalist.org/observations/82329308,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,EC,Ecuador,saritasalinas,82329308,saritasalinas,2021/05/04 2:13 PM -0500,iNaturalist research-grade observations,Observations,"Tena, Ecuador",3302168273,https://www.inaturalist.org/observations/82329308,47067,82329308,saritasalinas,iNaturalist,19:13:00Z,saritasalinas,181849078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-66.791408,10.438665,cdround,gbif,3335444745,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T06:02:48.370+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-07-30T22:48:32,300,Miranda,2021,5,22,2021-05-22,2021-07-31T23:04:59.000+00:00,2021-12-08T06:02:48.370+00:00,https://www.inaturalist.org/observations/89252985,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,VE,Venezuela (Bolivarian Republic of),Oswaldo Hernández,89252985,ozzhernandez,2021/05/22 7:46 AM -0400,iNaturalist research-grade observations,Observations,"Hermanos Mayor, Caracas, Capital District, Venezuela",3335444745,https://www.inaturalist.org/observations/89252985,47067,89252985,Oswaldo Hernández,iNaturalist,11:46:00Z,Oswaldo Hernández,195471520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-84.136988,9.392308,cdround,gbif,3343915454,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:55:00.091+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-08-26T17:09:27,2272,Puntarenas,2021,5,10,2021-05-10,2021-08-26T19:00:44.000+00:00,2021-12-08T05:55:00.091+00:00,https://www.inaturalist.org/observations/92587635,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,Nick Ramsey,92587635,nickramsey,2021/05/10 12:46 PM MDT,iNaturalist research-grade observations,Observations,"Puntarenas Province, Quepos, Costa Rica",3343915454,https://www.inaturalist.org/observations/92587635,47067,92587635,Nick Ramsey,iNaturalist,18:46:00Z,Nick Ramsey,202314053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-75.618895,8.419542,cdround,gbif,3384795722,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T05:08:09.398+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-09-13T13:30:58,1393,Córdoba,2021,5,23,2021-05-23,2021-09-13T13:40:53.000+00:00,2021-12-08T05:08:09.398+00:00,https://www.inaturalist.org/observations/94705204,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CO,Colombia,mary_guerra,94705204,mary_guerra,2021/05/23 4:27 PM UTC,iNaturalist research-grade observations,Observations,"Planeta Rica, Córdoba, Colombia",3384795722,https://www.inaturalist.org/observations/94705204,47067,94705204,mary_guerra,iNaturalist,16:27:00Z,mary_guerra,206645699,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus variegatus Schinz, 1825",-84.144231,9.386041,cdround,gbif,3385229233,"Bradypus variegatus Schinz, 1825",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2021-12-08T02:36:09.159+00:00,2021-12-08T06:02:07.147+00:00,290,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,2436353,1,44,359,1494,9418,2436350,2436353,2436353,"Bradypus variegatus Schinz, 1825",Animalia,Chordata,Pilosa,Bradypodidae,Bradypus,Bradypus variegatus,Bradypus,variegatus,SPECIES,ACCEPTED,LC,2021-10-04T09:09:20,495,Puntarenas,2021,5,6,2021-05-06,2021-10-04T09:11:16.000+00:00,2021-12-08T06:02:07.147+00:00,https://www.inaturalist.org/observations/97126853,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,WGS84,Mammalia,CR,Costa Rica,haellveth,97126853,haellveth,2021-05-06,iNaturalist research-grade observations,Observations,"Puntarenas, Costa Rica",3385229233,https://www.inaturalist.org/observations/97126853,47067,97126853,haellveth,iNaturalist,NA,haellveth,211533487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
