ID,present,WC_alt,WC_bio1,WC_bio2,ER_tri,ER_topoWet,lon,lat
753,0,130,26.899999618530273,8.699999809265137,17.360000610351562,11.510000228881836,-59.375,-1.9583333333333357
754,0,494,23.200000762939453,13,31.5,10.40999984741211,-54.541666666666664,-15.958333333333336
755,0,297,25,12.5,14.210000038146973,11.4399995803833,-51.041666666666664,-7.125
756,0,835,23,10.899999618530273,71.6500015258789,9.270000457763672,-65.04166666666666,5.708333333333332
757,0,63,27.200000762939453,10.399999618530273,10.930000305175781,11.649999618530273,-49.541666666666664,-3.541666666666668
758,0,5,26,7.5,4.46999979019165,12.180000305175781,-83.625,11.708333333333332
759,0,245,24.799999237060547,11.399999618530273,27.030000686645508,10.9399995803833,-52.45833333333333,-5.625
760,0,299,26,9.399999618530273,23.229999542236328,10.8100004196167,-57.95833333333333,3.0416666666666643
761,0,169,26.600000381469727,11.600000381469727,14.5,11.369999885559082,-42.375,-5.875
762,0,83,26.100000381469727,8.600000381469727,4.260000228881836,12.84000015258789,-67.29166666666666,-0.5416666666666679
763,0,884,21.5,9.600000381469727,53.130001068115234,9.609999656677246,-77.95833333333333,-1.2916666666666679
764,0,49,26.899999618530273,9.899999618530273,2.3399999141693115,13.510000228881836,-63.125,-0.04166666666666785
765,0,136,25.799999237060547,10.800000190734863,4.760000228881836,12.800000190734863,-66.875,-8.125
766,0,72,27.5,10.699999809265137,1.9800000190734863,14.180000305175781,-68.625,8.958333333333332
767,0,1275,21.5,10.800000190734863,159.5500030517578,7.409999847412109,-76.95833333333333,3.0416666666666643
768,0,215,26.200000762939453,10.199999809265137,51.68000030517578,10.029999732971191,-64.375,1.2916666666666643
769,0,560,23.200000762939453,13.800000190734863,22.690000534057617,11.020000457763672,-52.875,-16.291666666666668
770,0,306,24.600000381469727,9.800000190734863,8.300000190734863,12.180000305175781,-76.79166666666666,-0.8750000000000018
771,0,420,25.799999237060547,14,9.59000015258789,12.600000381469727,-42.70833333333333,-10.708333333333336
772,0,175,23.899999618530273,7.699999809265137,29.190000534057617,10.699999809265137,-36.20833333333333,-9.625
773,0,107,26.200000762939453,10.300000190734863,1.850000023841858,13.279999732971191,-64.875,-8.208333333333336
774,0,164,25.299999237060547,11.199999809265137,0.9399999976158142,13.819999694824219,-65.20833333333333,-15.375
775,0,296,24.200000762939453,13.199999809265137,4.710000038146973,13.029999732971191,-59.041666666666664,-19.458333333333336
776,0,348,25,13.699999809265137,12.369999885559082,11.8100004196167,-57.541666666666664,-13.291666666666668
777,0,231,27.200000762939453,11.399999618530273,7.329999923706055,12.199999809265137,-43.125,-7.208333333333336
778,0,533,23.899999618530273,12.199999809265137,15.390000343322754,11.390000343322754,-53.20833333333333,-18.958333333333336
779,0,170,27,11.399999618530273,4.96999979019165,13.079999923706055,-64.79166666666666,9.041666666666664
780,0,1557,19.399999618530273,10.600000381469727,101.13999938964844,8.609999656677246,-73.29166666666666,8.124999999999998
781,0,1126,19.299999237060547,12.399999618530273,27.059999465942383,10.760000228881836,-46.375,-19.875
782,0,457,23.700000762939453,13,10.069999694824219,11.539999961853027,-49.125,-20.291666666666664
783,0,67,23.5,10.199999809265137,22.399999618530273,11.020000457763672,-41.375,-21.208333333333336
784,0,431,25.200000762939453,10.800000190734863,24.09000015258789,10.8100004196167,-50.541666666666664,-15.375
785,0,61,28.200000762939453,9.800000190734863,4.559999942779541,12.779999732971191,-67.54166666666666,5.958333333333332
786,0,436,23.799999237060547,11.100000381469727,8.180000305175781,11.90999984741211,-39.95833333333333,-10.291666666666668
787,0,505,24.600000381469727,10,18.100000381469727,11.569999694824219,-39.95833333333333,-6.041666666666668
788,0,241,25.200000762939453,12.699999809265137,4.389999866485596,12.109999656677246,-59.125,-18.208333333333336
789,0,78,25.600000381469727,9.199999809265137,2.1500000953674316,13.289999961853027,-68.70833333333333,-3.125
790,0,1000,19.899999618530273,11,30.360000610351562,10.34000015258789,-47.291666666666664,-19.791666666666664
791,0,202,26,9.199999809265137,1.8600000143051147,13.399999618530273,-70.45833333333333,1.3749999999999982
792,0,339,25.799999237060547,10,9.5600004196167,12.390000343322754,-63.291666666666664,7.291666666666664
793,0,2433,14.300000190734863,10.899999618530273,91.339996337890625,8.399999618530273,-76.45833333333333,2.458333333333332
794,0,1853,17.299999237060547,11.5,205.3000030517578,7.679999828338623,-71.04166666666666,8.958333333333332
795,0,9,26.899999618530273,10.199999809265137,5.980000019073486,12.510000228881836,-50.041666666666664,-1.7916666666666679
796,0,29,27,9.199999809265137,3.9600000381469727,12.859999656677246,-62.125,-1.7083333333333357
797,0,137,25.5,8.899999618530273,4.400000095367432,12.710000038146973,-68.95833333333333,-0.8750000000000018
798,0,816,22.399999618530273,9.800000190734863,61.4900016784668,9.489999771118164,-60.125,4.791666666666664
799,0,20,26.600000381469727,9.399999618530273,18.520000457763672,12.430000305175781,-82.29166666666666,8.208333333333332
800,0,4,28.299999237060547,8.399999618530273,2.9100000858306885,14,-71.70833333333333,11.041666666666664
801,0,320,25.299999237060547,13.699999809265137,13.430000305175781,11.770000457763672,-52.70833333333333,-9.208333333333336
802,0,362,26.600000381469727,10.100000381469727,33.400001525878906,10.65999984741211,-74.79166666666666,5.874999999999998
803,0,316,24.100000381469727,11.5,30.709999084472656,10.649999618530273,-56.875,-20.291666666666664
804,0,663,23.799999237060547,10.800000190734863,20.940000534057617,11.34000015258789,-49.875,-16.541666666666668
805,0,984,22,10.300000190734863,140.5800018310547,7.739999771118164,-71.375,7.958333333333331
806,0,1129,18.899999618530273,12.300000190734863,30.059999465942383,10.569999694824219,-44.45833333333333,-20.791666666666664
807,0,768,20.299999237060547,9.5,49.150001525878906,9.960000038146973,-40.625,-14.541666666666668
808,0,51,26.899999618530273,9.699999809265137,4.050000190734863,12.739999771118164,-64.29166666666666,0.0416666666666643
809,0,138,26.5,12.199999809265137,0.6299999952316284,13.880000114440918,-65.04166666666666,-13.291666666666668
810,0,222,25.399999618530273,11.399999618530273,29.270000457763672,10.789999961853027,-63.95833333333333,-10.541666666666668
811,0,420,24.299999237060547,9.899999618530273,11.9399995803833,11.779999732971191,-77.20833333333333,-1.7916666666666679
812,0,163,25.399999618530273,11,3.859999895095825,12.850000381469727,-67.79166666666666,-7.625
813,0,177,24.200000762939453,9.399999618530273,12.029999732971191,12.069999694824219,-40.125,-17.625
814,0,741,22,12.600000381469727,23.59000015258789,10.670000076293945,-43.95833333333333,-17.458333333333336
815,0,93,27.799999237060547,9.600000381469727,1.7899999618530273,13.9399995803833,-68.625,6.291666666666664
816,0,388,22.899999618530273,9.100000381469727,34.650001525878906,10.460000038146973,-35.625,-6.958333333333336
817,0,1001,19.799999237060547,10.600000381469727,48.7400016784668,10.109999656677246,-47.291666666666664,-20.041666666666664
818,0,2543,15,10.199999809265137,166.57000732421875,7.650000095367432,-75.70833333333333,6.624999999999998
819,0,415,25.600000381469727,12.300000190734863,14.149999618530273,11.65999984741211,-47.375,-12.208333333333336
820,0,114,27.100000381469727,8.600000381469727,10.199999809265137,11.949999809265137,-57.625,-1.875
821,0,12,25.5,9.5,4.320000171661377,13.779999732971191,-79.70833333333333,-2.541666666666668
822,0,210,26.5,11.399999618530273,19.3700008392334,11.199999809265137,-42.791666666666664,-5.708333333333336
823,0,202,26.299999237060547,10.699999809265137,20.010000228881836,11.180000305175781,-47.95833333333333,-4.125
824,0,2795,12.399999618530273,10.399999618530273,174.47000122070312,7.75,-72.54166666666666,6.208333333333332
825,0,88,27.399999618530273,9.399999618530273,0.8899999856948853,14.239999771118164,-69.20833333333333,6.791666666666664
826,0,833,22.299999237060547,12.600000381469727,19.350000381469727,11.350000381469727,-53.291666666666664,-17.791666666666664
827,0,3612,7,8.199999809265137,84.29000091552734,8.640000343322754,-74.125,4.291666666666664
828,0,143,26.5,12,2,13.399999618530273,-65.375,-12.958333333333336
829,0,121,26,10,2.9100000858306885,13.039999961853027,-66.29166666666666,-6.791666666666668
830,0,76,27.399999618530273,10.100000381469727,2.880000114440918,13.770000457763672,-66.125,8.124999999999998
831,0,567,24.5,10.699999809265137,112.45999908447266,8.199999809265137,-64.95833333333333,5.958333333333332
832,0,145,26.100000381469727,9.899999618530273,5.550000190734863,12.789999961853027,-74.20833333333333,-3.791666666666668
833,0,112,27.100000381469727,8.899999618530273,15.760000228881836,11.670000076293945,-57.041666666666664,-1.4583333333333357
834,0,177,26.299999237060547,11,2.3399999141693115,13.600000381469727,-74.04166666666666,-8.958333333333336
835,0,50,27.100000381469727,9.199999809265137,2.3299999237060547,13.260000228881836,-61.375,-1.3750000000000018
836,0,727,21.600000381469727,10,54.470001220703125,9.710000038146973,-40.70833333333333,-15.708333333333336
837,0,45,26.899999618530273,8.899999618530273,3.509999990463257,12.899999618530273,-58.20833333333333,-3.791666666666668
